Year,DOY,Hour,"Scalar B, nT",SW Proton Density,SW Plasma Speed,Kp index ,Sunspot,Dst-index,ap_index,f10.7_index,shifted_kp 
2019,1,0,4.8,3.9,456,10,12,-3,4,69.5,0
2019,1,1,4.5,3.9,460,10,12,-5,4,69.5,10
2019,1,2,5,4,459,10,12,-4,4,69.5,10
2019,1,3,5.6,4.5,453,13,12,-2,5,69.5,10
2019,1,4,5.8,5.2,446,13,12,1,5,69.5,13
2019,1,5,5.8,4.6,438,13,12,-3,5,69.5,13
2019,1,6,5.3,4.3,433,27,12,-6,12,69.5,13
2019,1,7,5,4.3,430,27,12,-12,12,69.5,27
2019,1,8,4.9,4.7,423,27,12,-17,12,69.5,27
2019,1,9,4.7,4.7,430,17,12,-18,6,69.5,27
2019,1,10,4.5,4.4,427,17,12,-15,6,69.5,17
2019,1,11,3.9,4.2,424,17,12,-9,6,69.5,17
2019,1,12,3.9,3.8,418,20,12,-11,7,69.5,17
2019,1,13,3.8,3.1,404,20,12,-13,7,69.5,20
2019,1,14,4.4,2.4,402,20,12,-10,7,69.5,20
2019,1,15,4.4,2.8,395,3,12,-11,2,69.5,20
2019,1,16,4.2,2.8,392,3,12,-9,2,69.5,3
2019,1,17,4.1,2.6,385,3,12,-7,2,69.5,3
2019,1,18,4.1,2.3,384,0,12,-6,0,69.5,3
2019,1,19,3.8,2,386,0,12,-8,0,69.5,0
2019,1,20,3.5,1.8,380,0,12,-7,0,69.5,0
2019,1,21,3.4,2,379,7,12,-8,3,69.5,0
2019,1,22,3.5,2,385,7,12,-8,3,69.5,7
2019,1,23,3.8,2.3,377,7,12,-9,3,69.5,7
2019,2,0,4,2.2,377,0,15,-9,0,72.7,7
2019,2,1,3.9,2,375,0,15,-10,0,72.7,0
2019,2,2,3.9,2,370,0,15,-8,0,72.7,0
2019,2,3,3.9,2.1,369,0,15,-7,0,72.7,0
2019,2,4,4.1,2.2,366,0,15,-6,0,72.7,0
2019,2,5,4.1,2.2,364,0,15,-4,0,72.7,0
2019,2,6,4,1.9,365,0,15,-2,0,72.7,0
2019,2,7,3.7,1.7,360,0,15,-1,0,72.7,0
2019,2,8,3.4,1.7,355,0,15,-1,0,72.7,0
2019,2,9,3.2,1.6,352,0,15,-1,0,72.7,0
2019,2,10,3.2,1.8,353,0,15,0,0,72.7,0
2019,2,11,3,1.9,346,0,15,-2,0,72.7,0
2019,2,12,2.8,2.2,338,3,15,-7,2,72.7,0
2019,2,13,2.9,2,337,3,15,-11,2,72.7,3
2019,2,14,2.8,2.2,336,3,15,-11,2,72.7,3
2019,2,15,2.1,3.7,343,3,15,-10,2,72.7,3
2019,2,16,2.7,4.1,343,3,15,-7,2,72.7,3
2019,2,17,2.5,3.9,343,3,15,-6,2,72.7,3
2019,2,18,2.2,4.2,343,0,15,-5,0,72.7,3
2019,2,19,2.6,4.5,353,0,15,-1,0,72.7,0
2019,2,20,2.9,4.8,354,0,15,0,0,72.7,0
2019,2,21,2.7,4.9,349,0,15,1,0,72.7,0
2019,2,22,2.6,4.7,335,0,15,-1,0,72.7,0
2019,2,23,2.2,4.9,334,0,15,-2,0,72.7,0
2019,3,0,2.1,4.8,336,10,15,-2,4,70.2,0
2019,3,1,2.3,4.7,337,10,15,-3,4,70.2,10
2019,3,2,2.5,4.4,328,10,15,-5,4,70.2,10
2019,3,3,2.5,4.1,313,0,15,-7,0,70.2,10
2019,3,4,2.6,4.1,310,0,15,-8,0,70.2,0
2019,3,5,2.5,4,308,0,15,-8,0,70.2,0
2019,3,6,2.4,4,307,0,15,-7,0,70.2,0
2019,3,7,2.5,3.8,306,0,15,-6,0,70.2,0
2019,3,8,2.8,4.2,304,0,15,-2,0,70.2,0
2019,3,9,2.5,3.8,304,3,15,0,2,70.2,0
2019,3,10,2.7,4.8,311,3,15,3,2,70.2,3
2019,3,11,3.2,4.9,308,3,15,5,2,70.2,3
2019,3,12,2.8,5.7,308,3,15,4,2,70.2,3
2019,3,13,2.5,6.2,307,3,15,4,2,70.2,3
2019,3,14,2.7,6.5,309,3,15,6,2,70.2,3
2019,3,15,2.7,6.5,309,0,15,6,0,70.2,3
2019,3,16,2.5,6.7,301,0,15,3,0,70.2,0
2019,3,17,2.4,7.2,303,0,15,2,0,70.2,0
2019,3,18,2.9,6.8,303,0,15,1,0,70.2,0
2019,3,19,4.2,5.1,300,0,15,0,0,70.2,0
2019,3,20,4.1,4.4,293,0,15,-1,0,70.2,0
2019,3,21,3.5,5.6,308,3,15,-2,2,70.2,0
2019,3,22,3.6,6.1,313,3,15,2,2,70.2,3
2019,3,23,3.5,7.1,312,3,15,6,2,70.2,3
2019,4,0,4.1,7.5,315,13,13,8,5,69.1,3
2019,4,1,4.5,8.2,313,13,13,6,5,69.1,13
2019,4,2,4.1,9.7,316,13,13,5,5,69.1,13
2019,4,3,4.6,9,310,3,13,2,2,69.1,13
2019,4,4,4.7,9.8,314,3,13,0,2,69.1,3
2019,4,5,5.3,10.6,312,3,13,1,2,69.1,3
2019,4,6,6,13.1,315,10,13,7,4,69.1,3
2019,4,7,6.3,13.9,314,10,13,8,4,69.1,10
2019,4,8,5.4,14.8,310,10,13,8,4,69.1,10
2019,4,9,5.6,13.5,312,17,13,2,6,69.1,10
2019,4,10,6.4,13,315,17,13,-1,6,69.1,17
2019,4,11,7.1,20.1,330,17,13,9,6,69.1,17
2019,4,12,8.3,27.7,345,20,13,15,7,69.1,17
2019,4,13,9,24,343,20,13,10,7,69.1,20
2019,4,14,8.6,24,337,20,13,9,7,69.1,20
2019,4,15,8,27.4,335,30,13,12,15,69.1,20
2019,4,16,8.4,35.7,344,30,13,13,15,69.1,30
2019,4,17,10,36.2,342,30,13,5,15,69.1,30
2019,4,18,9.6,31.3,353,27,13,-6,12,69.1,30
2019,4,19,8.4,28,365,27,13,-8,12,69.1,27
2019,4,20,7.4,33.7,362,27,13,-4,12,69.1,27
2019,4,21,6.1,33.9,353,33,13,-4,18,69.1,27
2019,4,22,9.6,22.6,380,33,13,-2,18,69.1,33
2019,4,23,7.7,19.6,407,33,13,4,18,69.1,33
2019,5,0,6.4,15.6,416,50,11,-13,48,68.8,33
2019,5,1,8.7,11.5,421,50,11,-12,48,68.8,50
2019,5,2,9.6,9.5,437,50,11,-10,48,68.8,50
2019,5,3,10.5,6.3,480,40,11,-18,27,68.8,50
2019,5,4,11.4,6.1,482,40,11,-15,27,68.8,40
2019,5,5,11.4,5.8,484,40,11,-10,27,68.8,40
2019,5,6,10.2,6.9,482,23,11,-7,9,68.8,40
2019,5,7,9.7,6,484,23,11,-9,9,68.8,23
2019,5,8,8.8,5,480,23,11,-13,9,68.8,23
2019,5,9,8.7,5.3,461,23,11,-12,9,68.8,23
2019,5,10,7.3,3.9,471,23,11,-5,9,68.8,23
2019,5,11,4.3,2.5,508,23,11,-11,9,68.8,23
2019,5,12,4.3,2.6,508,17,11,-13,6,68.8,23
2019,5,13,4.2,2.2,511,17,11,-8,6,68.8,17
2019,5,14,4.5,2.6,517,17,11,-5,6,68.8,17
2019,5,15,4.5,2.9,532,23,11,-9,9,68.8,17
2019,5,16,4.4,2.8,531,23,11,-15,9,68.8,23
2019,5,17,4.4,3.2,512,23,11,-23,9,68.8,23
2019,5,18,4.1,3.7,514,20,11,-19,7,68.8,23
2019,5,19,4.3,3.3,505,20,11,-17,7,68.8,20
2019,5,20,4.6,3,492,20,11,-13,7,68.8,20
2019,5,21,4.8,3.1,491,30,11,-14,15,68.8,20
2019,5,22,5.1,2.8,488,30,11,-14,15,68.8,30
2019,5,23,5.7,3.1,489,30,11,-13,15,68.8,30
2019,6,0,6.1,3.3,477,17,0,-10,6,69.6,30
2019,6,1,6.2,4,501,17,0,-9,6,69.6,17
2019,6,2,5.8,3.9,499,17,0,-10,6,69.6,17
2019,6,3,4.9,3.5,492,27,0,-13,12,69.6,17
2019,6,4,4.8,4.1,502,27,0,-11,12,69.6,27
2019,6,5,4.9,4.4,517,27,0,-6,12,69.6,27
2019,6,6,4.7,3.4,498,23,0,-8,9,69.6,27
2019,6,7,4.3,3.5,503,23,0,-10,9,69.6,23
2019,6,8,4.4,3.5,507,23,0,-8,9,69.6,23
2019,6,9,4.7,3.7,520,17,0,-8,6,69.6,23
2019,6,10,5,3.9,519,17,0,-7,6,69.6,17
2019,6,11,5,2.9,507,17,0,-4,6,69.6,17
2019,6,12,5.3,2.9,515,20,0,-6,7,69.6,17
2019,6,13,4.8,3.4,528,20,0,-9,7,69.6,20
2019,6,14,4.8,3.3,553,20,0,-9,7,69.6,20
2019,6,15,4.6,3.9,544,27,0,-10,12,69.6,20
2019,6,16,5.8,3.9,547,27,0,-7,12,69.6,27
2019,6,17,5.3,3.9,554,27,0,-7,12,69.6,27
2019,6,18,5,3.6,544,30,0,-10,15,69.6,27
2019,6,19,4.8,3.7,540,30,0,-15,15,69.6,30
2019,6,20,3.9,3.4,543,30,0,-14,15,69.6,30
2019,6,21,3.8,3.1,545,20,0,-10,7,69.6,30
2019,6,22,3.8,3.2,549,20,0,-9,7,69.6,20
2019,6,23,4,2.5,539,20,0,-8,7,69.6,20
2019,7,0,3.9,2.4,531,17,0,-4,6,69.1,20
2019,7,1,3.7,2.3,532,17,0,-4,6,69.1,17
2019,7,2,3.8,2.1,519,17,0,-6,6,69.1,17
2019,7,3,3.6,2.4,521,23,0,-6,9,69.1,17
2019,7,4,3.3,2.4,523,23,0,-6,9,69.1,23
2019,7,5,3.2,3.2,543,23,0,-6,9,69.1,23
2019,7,6,3.4,3.3,535,17,0,-7,6,69.1,23
2019,7,7,3.3,2.9,502,17,0,-12,6,69.1,17
2019,7,8,2.9,3.3,502,17,0,-15,6,69.1,17
2019,7,9,3.2,3.2,513,20,0,-14,7,69.1,17
2019,7,10,4.1,3.4,505,20,0,-10,7,69.1,20
2019,7,11,4,3.6,499,20,0,-9,7,69.1,20
2019,7,12,3.8,3.7,495,17,0,-6,6,69.1,20
2019,7,13,4,3.1,474,17,0,-2,6,69.1,17
2019,7,14,4.2,4.1,486,17,0,-1,6,69.1,17
2019,7,15,4.7,4.6,497,3,0,1,2,69.1,17
2019,7,16,4.7,4.2,491,3,0,-1,2,69.1,3
2019,7,17,4.4,4.1,476,3,0,-2,2,69.1,3
2019,7,18,4.5,3.3,460,3,0,-1,2,69.1,3
2019,7,19,4.5,3.7,458,3,0,-2,2,69.1,3
2019,7,20,4.5,4.5,470,3,0,-1,2,69.1,3
2019,7,21,4.4,4.3,460,20,0,-2,7,69.1,3
2019,7,22,4.4,4.9,472,20,0,-2,7,69.1,20
2019,7,23,4.6,5.1,467,20,0,1,7,69.1,20
2019,8,0,4.4,5.2,461,23,0,3,9,69,20
2019,8,1,4.7,5,458,23,0,1,9,69,23
2019,8,2,4.8,4.4,447,23,0,1,9,69,23
2019,8,3,4.7,3.7,435,17,0,3,6,69,23
2019,8,4,4.6,3.2,429,17,0,2,6,69,17
2019,8,5,4.7,3.1,424,17,0,0,6,69,17
2019,8,6,4.6,4.1,441,13,0,0,5,69,17
2019,8,7,4.9,3.3,422,13,0,0,5,69,13
2019,8,8,5,3.6,418,13,0,-1,5,69,13
2019,8,9,5.1,4.1,424,23,0,-3,9,69,13
2019,8,10,5.4,5.1,438,23,0,-3,9,69,23
2019,8,11,4.1,6.3,446,23,0,-2,9,69,23
2019,8,12,4.6,6,434,13,0,-6,5,69,23
2019,8,13,4.9,6,439,13,0,0,5,69,13
2019,8,14,4.8,5.9,442,13,0,1,5,69,13
2019,8,15,4.5,5.9,430,7,0,0,3,69,13
2019,8,16,4.8,5.6,429,7,0,-2,3,69,7
2019,8,17,4.6,5.4,414,7,0,-2,3,69,7
2019,8,18,4.8,5.2,411,13,0,0,5,69,7
2019,8,19,4.8,5.1,415,13,0,1,5,69,13
2019,8,20,5.4,5.9,427,13,0,3,5,69,13
2019,8,21,5.7,6.1,422,3,0,3,2,69,13
2019,8,22,5.9,6.1,421,3,0,2,2,69,3
2019,8,23,6.1,6.2,422,3,0,0,2,69,3
2019,9,0,5.4,6.6,431,17,0,2,6,69.2,3
2019,9,1,4.7,8.1,429,17,0,2,6,69.2,17
2019,9,2,4.5,7.4,432,17,0,0,6,69.2,17
2019,9,3,4.1,6.6,429,7,0,2,3,69.2,17
2019,9,4,3.6,6.3,435,7,0,4,3,69.2,7
2019,9,5,3,6.9,438,7,0,6,3,69.2,7
2019,9,6,4.5,5.8,439,10,0,3,4,69.2,7
2019,9,7,2.9,6.4,424,10,0,3,4,69.2,10
2019,9,8,2.4,7.2,408,10,0,-2,4,69.2,10
2019,9,9,2.9,7.2,405,13,0,0,5,69.2,10
2019,9,10,3.5,7,405,13,0,3,5,69.2,13
2019,9,11,5.4,7,406,13,0,3,5,69.2,13
2019,9,12,5,7.1,407,7,0,3,3,69.2,13
2019,9,13,3.9,7.7,399,7,0,4,3,69.2,7
2019,9,14,4.2,4.7,408,7,0,3,3,69.2,7
2019,9,15,4,3.1,415,3,0,0,2,69.2,7
2019,9,16,3.2,4.4,432,3,0,-2,2,69.2,3
2019,9,17,2.5,4.8,424,3,0,-2,2,69.2,3
2019,9,18,3.1,4.5,422,10,0,-1,4,69.2,3
2019,9,19,3.6,4.7,421,10,0,1,4,69.2,10
2019,9,20,3.4,5.3,415,10,0,0,4,69.2,10
2019,9,21,2.7,5.4,406,10,0,-2,4,69.2,10
2019,9,22,1.8,5.6,408,10,0,-2,4,69.2,10
2019,9,23,2.8,4.9,406,10,0,-1,4,69.2,10
2019,10,0,3.5,4.9,403,10,0,-1,4,67.8,10
2019,10,1,3.6,4.7,404,10,0,-3,4,67.8,10
2019,10,2,3.3,3.9,403,10,0,-3,4,67.8,10
2019,10,3,3.1,4.1,406,7,0,-1,3,67.8,10
2019,10,4,3,5.8,384,7,0,1,3,67.8,7
2019,10,5,3.3,6.5,362,7,0,0,3,67.8,7
2019,10,6,3.8,6,360,10,0,2,4,67.8,7
2019,10,7,4.3,7.9,361,10,0,3,4,67.8,10
2019,10,8,4.5,7.7,353,10,0,-1,4,67.8,10
2019,10,9,4.8,6.5,364,10,0,1,4,67.8,10
2019,10,10,4,6.6,365,10,0,7,4,67.8,10
2019,10,11,3.9,7.4,371,10,0,10,4,67.8,10
2019,10,12,4.4,8.1,372,13,0,9,5,67.8,10
2019,10,13,5.7,6.6,381,13,0,3,5,67.8,13
2019,10,14,6.3,7,382,13,0,2,5,67.8,13
2019,10,15,6,6.1,375,3,0,5,2,67.8,13
2019,10,16,5.8,6.6,374,3,0,7,2,67.8,3
2019,10,17,6.4,8.2,381,3,0,9,2,67.8,3
2019,10,18,6.6,6.8,374,0,0,6,0,67.8,3
2019,10,19,6.1,6.6,368,0,0,6,0,67.8,0
2019,10,20,6.3,6.6,370,0,0,6,0,67.8,0
2019,10,21,7.1,3.7,378,7,0,3,3,67.8,0
2019,10,22,6.6,2.8,385,7,0,1,3,67.8,7
2019,10,23,6.4,3.3,411,7,0,1,3,67.8,7
2019,11,0,6.4,4.3,439,13,0,2,5,65.9,7
2019,11,1,5,5.2,470,13,0,5,5,65.9,13
2019,11,2,4.9,5.3,500,13,0,6,5,65.9,13
2019,11,3,5.5,5.3,504,17,0,1,6,65.9,13
2019,11,4,5.5,5.5,509,17,0,6,6,65.9,17
2019,11,5,4.6,5.4,509,17,0,9,6,65.9,17
2019,11,6,6.6,4.5,499,33,0,4,18,65.9,17
2019,11,7,6.1,5.7,480,33,0,0,18,65.9,33
2019,11,8,5.6,4.2,470,33,0,-4,18,65.9,33
2019,11,9,5.2,4.1,460,13,0,-3,5,65.9,33
2019,11,10,4.9,5.3,450,13,0,-2,5,65.9,13
2019,11,11,7.3,4.6,448,13,0,-4,5,65.9,13
2019,11,12,4.2,4.9,442,13,0,-4,5,65.9,13
2019,11,13,4.5,5.2,446,13,0,-3,5,65.9,13
2019,11,14,4.3,3.4,440,13,0,-1,5,65.9,13
2019,11,15,4.6,2.7,412,3,0,-2,2,65.9,13
2019,11,16,4.1,4,424,3,0,-1,2,65.9,3
2019,11,17,4.5,3.9,422,3,0,0,2,65.9,3
2019,11,18,4.7,3.9,421,13,0,2,5,65.9,3
2019,11,19,4.9,3.3,421,13,0,3,5,65.9,13
2019,11,20,4.7,3.2,424,13,0,4,5,65.9,13
2019,11,21,4.6,2.4,403,3,0,3,2,65.9,13
2019,11,22,4.7,3,405,3,0,1,2,65.9,3
2019,11,23,4.6,2.7,403,3,0,-3,2,65.9,3
2019,12,0,4.6,2.4,404,7,0,-5,3,67.3,3
2019,12,1,4.2,2.8,415,7,0,-6,3,67.3,7
2019,12,2,3.3,3.6,412,7,0,-9,3,67.3,7
2019,12,3,3.1,3.5,408,3,0,-4,2,67.3,7
2019,12,4,2.4,3.4,415,3,0,-1,2,67.3,3
2019,12,5,3,3.5,410,3,0,-1,2,67.3,3
2019,12,6,3.4,3.5,405,0,0,0,0,67.3,3
2019,12,7,3.3,3.5,398,0,0,-1,0,67.3,0
2019,12,8,3.1,3.5,391,0,0,-2,0,67.3,0
2019,12,9,3.3,3.6,390,0,0,-4,0,67.3,0
2019,12,10,3.1,3.8,386,0,0,-6,0,67.3,0
2019,12,11,3.3,3.3,380,0,0,-8,0,67.3,0
2019,12,12,3.1,3.7,379,10,0,-5,4,67.3,0
2019,12,13,3.1,3.6,378,10,0,-4,4,67.3,10
2019,12,14,2.9,3.5,376,10,0,-3,4,67.3,10
2019,12,15,2.9,3.5,378,7,0,-3,3,67.3,10
2019,12,16,2.7,3.5,375,7,0,-1,3,67.3,7
2019,12,17,2.8,3.5,378,7,0,0,3,67.3,7
2019,12,18,3,2.9,378,3,0,1,2,67.3,7
2019,12,19,2.8,3.4,364,3,0,1,2,67.3,3
2019,12,20,3,3.2,358,3,0,0,2,67.3,3
2019,12,21,2.8,3.2,352,3,0,0,2,67.3,3
2019,12,22,2.9,3.2,355,3,0,-1,2,67.3,3
2019,12,23,2.9,3.6,362,3,0,0,2,67.3,3
2019,13,0,2.9,3.5,362,3,0,0,2,66.6,3
2019,13,1,2.8,3.4,366,3,0,-1,2,66.6,3
2019,13,2,2.8,3.1,362,3,0,-3,2,66.6,3
2019,13,3,3.1,2.6,352,10,0,-4,4,66.6,3
2019,13,4,3.3,2.4,352,10,0,-4,4,66.6,10
2019,13,5,2.9,3.2,350,10,0,1,4,66.6,10
2019,13,6,2.7,4,345,7,0,7,3,66.6,10
2019,13,7,3.4,4.1,338,7,0,9,3,66.6,7
2019,13,8,3.1,6.2,348,7,0,9,3,66.6,7
2019,13,9,3.1,6.2,340,7,0,7,3,66.6,7
2019,13,10,3.2,5.3,326,7,0,4,3,66.6,7
2019,13,11,3,8.4,307,7,0,4,3,66.6,7
2019,13,12,3.1,9.1,299,0,0,3,0,66.6,7
2019,13,13,3.2,9.8,295,0,0,3,0,66.6,0
2019,13,14,3.4,9.7,294,0,0,4,0,66.6,0
2019,13,15,3,10,291,0,0,6,0,66.6,0
2019,13,16,3,10.7,292,0,0,7,0,66.6,0
2019,13,17,3,12.3,292,0,0,7,0,66.6,0
2019,13,18,2,12.9,297,7,0,7,3,66.6,0
2019,13,19,2.8,14,296,7,0,7,3,66.6,7
2019,13,20,3.1,14.9,293,7,0,9,3,66.6,7
2019,13,21,3.2,19.3,297,10,0,14,4,66.6,7
2019,13,22,4.1,22.1,315,10,0,18,4,66.6,10
2019,13,23,5.9,24.2,331,10,0,23,4,66.6,10
2019,14,0,9.8,14.4,333,20,0,14,7,67.8,10
2019,14,1,10.2,14.3,345,20,0,15,7,67.8,20
2019,14,2,9.5,14.5,350,20,0,15,7,67.8,20
2019,14,3,6.3,12.9,372,17,0,18,6,67.8,20
2019,14,4,6.1,11.8,379,17,0,17,6,67.8,17
2019,14,5,5.1,11.5,375,17,0,16,6,67.8,17
2019,14,6,5.2,9.9,390,20,0,14,7,67.8,17
2019,14,7,5,9.5,393,20,0,11,7,67.8,20
2019,14,8,5.1,8,403,20,0,5,7,67.8,20
2019,14,9,4.3,8.9,401,20,0,5,7,67.8,20
2019,14,10,3.5,9.3,394,20,0,5,7,67.8,20
2019,14,11,2.6,10.2,389,20,0,1,7,67.8,20
2019,14,12,3.1,9.5,389,7,0,-2,3,67.8,20
2019,14,13,3.2,8.8,385,7,0,-2,3,67.8,7
2019,14,14,3.5,9,378,7,0,6,3,67.8,7
2019,14,15,4,10.2,377,17,0,9,6,67.8,7
2019,14,16,5.6,11.4,381,17,0,9,6,67.8,17
2019,14,17,6.1,10.3,386,17,0,7,6,67.8,17
2019,14,18,5.8,10.5,383,10,0,7,4,67.8,17
2019,14,19,4.6,11.7,385,10,0,8,4,67.8,10
2019,14,20,4.4,13.9,375,10,0,15,4,67.8,10
2019,14,21,4.4,13.7,373,27,0,18,12,67.8,10
2019,14,22,5.1,13.1,367,27,0,14,12,67.8,27
2019,14,23,6,8.5,350,27,0,14,12,67.8,27
2019,15,0,5.9,11,347,27,0,8,12,67.3,27
2019,15,1,5.6,10.3,344,27,0,6,12,67.3,27
2019,15,2,5.3,9.1,341,27,0,4,12,67.3,27
2019,15,3,5.5,5,333,7,0,2,3,67.3,27
2019,15,4,5.2,6,335,7,0,2,3,67.3,7
2019,15,5,5.2,6,337,7,0,-1,3,67.3,7
2019,15,6,5.1,6.3,328,13,0,2,5,67.3,7
2019,15,7,5.3,7.6,330,13,0,6,5,67.3,13
2019,15,8,5.6,7,349,13,0,12,5,67.3,13
2019,15,9,5.6,6.6,346,7,0,10,3,67.3,13
2019,15,10,7,3.6,355,7,0,8,3,67.3,7
2019,15,11,7.7,4.1,356,7,0,3,3,67.3,7
2019,15,12,7.4,4.1,345,7,0,0,3,67.3,7
2019,15,13,6.2,6.1,349,7,0,0,3,67.3,7
2019,15,14,6.3,6.7,356,7,0,5,3,67.3,7
2019,15,15,6.6,8.3,356,10,0,5,4,67.3,7
2019,15,16,6.8,5,389,10,0,3,4,67.3,10
2019,15,17,6.3,6.3,382,10,0,0,4,67.3,10
2019,15,18,6.3,9.1,377,13,0,4,5,67.3,10
2019,15,19,7.1,10.9,384,13,0,9,5,67.3,13
2019,15,20,5.9,9.6,404,13,0,8,5,67.3,13
2019,15,21,6.4,7.3,410,10,0,9,4,67.3,13
2019,15,22,5.6,7.4,417,10,0,7,4,67.3,10
2019,15,23,5.7,6.3,408,10,0,7,4,67.3,10
2019,16,0,5.4,6.4,405,3,0,6,2,67.5,10
2019,16,1,5.1,6.5,400,3,0,5,2,67.5,3
2019,16,2,5.1,7.1,400,3,0,5,2,67.5,3
2019,16,3,5.5,6.7,395,17,0,6,6,67.5,3
2019,16,4,5.4,6.5,391,17,0,6,6,67.5,17
2019,16,5,5.1,6.6,387,17,0,-3,6,67.5,17
2019,16,6,4.8,6.5,383,17,0,-7,6,67.5,17
2019,16,7,4.7,7.3,378,17,0,-6,6,67.5,17
2019,16,8,5,7.8,381,17,0,-2,6,67.5,17
2019,16,9,5.3,8.2,378,3,0,1,2,67.5,17
2019,16,10,5.5,7.8,370,3,0,-1,2,67.5,3
2019,16,11,5.1,8.4,366,3,0,-1,2,67.5,3
2019,16,12,5.2,7.9,369,3,0,-2,2,67.5,3
2019,16,13,5.5,7.7,365,3,0,-2,2,67.5,3
2019,16,14,5,7.4,362,3,0,0,2,67.5,3
2019,16,15,4.5,9.2,375,10,0,3,4,67.5,3
2019,16,16,4.6,10.2,377,10,0,2,4,67.5,10
2019,16,17,4.5,7.6,376,10,0,0,4,67.5,10
2019,16,18,5.7,7.8,376,20,0,-2,7,67.5,10
2019,16,19,7.2,6.7,393,20,0,-5,7,67.5,20
2019,16,20,7.4,6.2,402,20,0,-15,7,67.5,20
2019,16,21,6.9,7.9,400,27,0,-20,12,67.5,20
2019,16,22,7.7,7.9,404,27,0,-19,12,67.5,27
2019,16,23,7.1,8,396,27,0,-20,12,67.5,27
2019,17,0,7.1,8,387,27,0,-15,12,66.4,27
2019,17,1,6.7,7.9,387,27,0,-11,12,66.4,27
2019,17,2,6.3,6.5,385,27,0,-9,12,66.4,27
2019,17,3,6.3,6.6,388,20,0,-10,7,66.4,27
2019,17,4,6.1,7.3,388,20,0,-12,7,66.4,20
2019,17,5,5.5,7.2,394,20,0,-10,7,66.4,20
2019,17,6,5.3,5.6,379,7,0,-9,3,66.4,20
2019,17,7,5.6,6.5,399,7,0,-4,3,66.4,7
2019,17,8,5.9,7.4,393,7,0,1,3,66.4,7
2019,17,9,7.3,9.8,410,13,0,4,5,66.4,7
2019,17,10,8.8,9.1,412,13,0,4,5,66.4,13
2019,17,11,9,6,403,13,0,-1,5,66.4,13
2019,17,12,9.3,5.4,457,10,0,-3,4,66.4,13
2019,17,13,8.2,3.3,463,10,0,-6,4,66.4,10
2019,17,14,9.9,4,460,10,0,-6,4,66.4,10
2019,17,15,8.6,4.2,470,20,0,-9,7,66.4,10
2019,17,16,6.9,4.6,491,20,0,-10,7,66.4,20
2019,17,17,7,4.4,491,20,0,-12,7,66.4,20
2019,17,18,6.4,4.3,503,20,0,-15,7,66.4,20
2019,17,19,6,4.4,493,20,0,-11,7,66.4,20
2019,17,20,5.8,4.9,489,20,0,-5,7,66.4,20
2019,17,21,4.8,3.5,503,17,0,-6,6,66.4,20
2019,17,22,5,3.4,497,17,0,-3,6,66.4,17
2019,17,23,5.3,2.9,483,17,0,-5,6,66.4,17
2019,18,0,5.1,3.5,484,17,0,-7,6,66.6,17
2019,18,1,4.6,4.1,480,17,0,-3,6,66.6,17
2019,18,2,4.6,4.1,475,17,0,-2,6,66.6,17
2019,18,3,4.3,3.9,477,13,0,-4,5,66.6,17
2019,18,4,4.7,4.1,476,13,0,-2,5,66.6,13
2019,18,5,4.1,4.3,466,13,0,-3,5,66.6,13
2019,18,6,4.6,4.2,470,7,0,-2,3,66.6,13
2019,18,7,4.8,3.6,463,7,0,-2,3,66.6,7
2019,18,8,5.5,3.2,459,7,0,-1,3,66.6,7
2019,18,9,5.6,3.6,471,20,0,-1,7,66.6,7
2019,18,10,5.3,3.1,467,20,0,-4,7,66.6,20
2019,18,11,5,3.1,447,20,0,-6,7,66.6,20
2019,18,12,4.4,3.1,440,13,0,-6,5,66.6,20
2019,18,13,4.4,3,444,13,0,-4,5,66.6,13
2019,18,14,4.4,3,427,13,0,-5,5,66.6,13
2019,18,15,4.2,3.1,435,17,0,-5,6,66.6,13
2019,18,16,4,3.4,438,17,0,-4,6,66.6,17
2019,18,17,3.7,3.5,439,17,0,-8,6,66.6,17
2019,18,18,3.8,3.6,436,10,0,-10,4,66.6,17
2019,18,19,3.8,3.4,428,10,0,-11,4,66.6,10
2019,18,20,3.4,3.4,427,10,0,-9,4,66.6,10
2019,18,21,3.5,3.4,418,7,0,-4,3,66.6,10
2019,18,22,3.5,3.2,420,7,0,1,3,66.6,7
2019,18,23,3.6,3.4,420,7,0,4,3,66.6,7
2019,19,0,3.7,3.1,415,3,0,5,2,67.4,7
2019,19,1,3.5,3.3,413,3,0,5,2,67.4,3
2019,19,2,3.3,2.8,409,3,0,1,2,67.4,3
2019,19,3,3.2,2.6,407,0,0,-3,0,67.4,3
2019,19,4,3.1,2.7,402,0,0,-4,0,67.4,0
2019,19,5,2.9,3,402,0,0,-3,0,67.4,0
2019,19,6,3.1,3.6,404,7,0,-2,3,67.4,0
2019,19,7,3.3,4.2,402,7,0,-2,3,67.4,7
2019,19,8,3.2,4.6,406,7,0,-2,3,67.4,7
2019,19,9,3.4,5,406,17,0,-1,6,67.4,7
2019,19,10,3.2,5.3,401,17,0,-1,6,67.4,17
2019,19,11,3.2,5.2,397,17,0,-4,6,67.4,17
2019,19,12,3.2,4.7,392,0,0,-3,0,67.4,17
2019,19,13,3.2,4.6,388,0,0,-2,0,67.4,0
2019,19,14,3.4,4.6,390,0,0,-2,0,67.4,0
2019,19,15,3.4,4.4,394,10,0,-2,4,67.4,0
